grouping,unit,mean_N_export,mean_N_Ret_Ratio,mean_sed_export,mean_realized_Pollination_on_ag,mean_sed_retention_ratio,mean_Nature_Access,stdev_N_export,stdev_N_Ret_Ratio,stdev_sed_export,stdev_realized_Pollination_on_ag,stdev_sed_retention_ratio,stdev_Nature_Access,valid_count_N_export,valid_count_N_Ret_Ratio,valid_count_sed_export,valid_count_realized_Pollination_on_ag,valid_count_sed_retention_ratio,valid_count_Nature_Access
biome_2026_01_27_19_52_58,"Temperate Grasslands, Savannas & Shrublands",0.04771175525482343,0.00135217807420621,NA,0.00850154251565723,-3.206496836230135e-5,-1836.9275640659748,1.8120412070579024,0.07824092313150821,NA,0.509828359295338,0.01660288647121641,94202.3653156447,140275598,132734378,0,41635720,137928648,1786986
biome_2026_01_27_19_52_58,Tropical & Subtropical Coniferous Forests,0.13237648989330209,-3.926956472919e-4,NA,0.01987529711775005,-0.00152515004510672,-6449.885042312342,2.6028842262229723,0.08212566959541674,NA,0.4118881005780435,0.02452833642108612,375089.8059944284,7818429,7583302,0,1128025,7815077,109188
biome_2026_01_27_19_52_58,Tropical & Subtropical Dry Broadleaf Forests,0.03841236081193763,-0.00275983315686041,NA,0.00455170511604377,-0.00108281785246848,-2062.7243348954794,2.1596655561861797,0.08104528136046683,NA,0.25259095836146056,0.07647404139975754,153444.4790847073,30646935,28892063,0,10350146,30325669,670872
biome_2026_01_27_19_52_58,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.01121974859932128,8.2263731340007e-4,NA,0.00219048490083997,-4.7105170624787e-4,-2021.379354227988,0.6490087502777223,0.07882740282896969,NA,0.1448482162312983,0.01519016583578028,115070.95439161644,207819964,192651937,0,34654941,196486574,4846726
biome_2026_01_27_19_52_58,Tropical & Subtropical Moist Broadleaf Forests,0.09259791764509688,-0.00365906210319566,NA,0.00802676557581756,-0.00159951566005654,-1400.3253328618018,2.7216560225846607,0.08537732933861077,NA,0.48622781459787295,0.08635668621752673,186314.97517602783,197469797,186652134,0,40653805,196051144,4026596
biome_2026_01_27_19_52_58,Tundra,-1.0794577307878e-4,-0.00326047418092564,NA,-0.00548252606468241,-0.00229493403641809,-2.0947192737837996,0.10252009066512724,0.071990321897017,NA,0.3265495896227119,0.04561531108717753,662.8519354603615,8101118,7573122,0,2811,6231284,1369840
country_2026_01_27_19_52_58,Afghanistan,0.02595738826449967,-0.00164814944733459,NA,0.0627909681322936,4.8057834895579e-4,-8408.345267470553,0.3537676981144343,0.1361958567592406,NA,0.2733274478077519,0.0094214241709466,222418.70181654373,7734225,6279749,0,9726,5059034,21479
country_2026_01_27_19_52_58,Albania,-0.33267305825029436,0.00981754514731734,NA,-3.1371193450749e-4,0.009560517083486,7402.555498458376,2.1846244170817646,0.09412282239629705,NA,0.02724148524179855,0.0294268764752274,68603.56395983431,341406,301352,0,175060,352056,3892
country_2026_01_27_19_52_58,Algeria,0.09787179776078628,-0.00228106015840421,NA,0.11213671373054972,4.7287241360521e-4,-0.06307299994382874,2.01729652108132,0.172929417581747,NA,1.2776695646003748,0.0288401507066821,51.130210756051206,25916240,3187423,0,576663,3949356,382758
country_2026_01_27_19_52_58,American Samoa,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,16
country_2026_01_27_19_52_58,Andorra,0.0821701608203062,-0.0012639798911026,NA,NA,-0.00539382739880818,0,0.3987445482104858,0.03062755393247829,NA,NA,0.0168045319230761,0,6203,6127,0,0,6270,5
country_2026_01_27_19_52_58,Angola,0.00408619447577505,-7.658600441888e-4,NA,8.422005804422302e-5,-8.489109075951e-4,-2378.6106307686696,0.24956738590879168,0.03915206801730444,NA,0.00109177472728434,0.01336741857067258,162457.75626009746,12806077,12028556,0,620882,12739709,274110
country_2026_01_27_19_52_58,Anguilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
country_2026_01_27_19_52_58,Antigua and Barbuda,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,63
country_2026_01_27_19_52_58,Argentina,0.04856545738749384,-0.00283070696005598,NA,8.6920457050298e-4,-0.00160834873339121,-814.6183099897969,0.4445655154928787,0.0762796355074066,NA,0.39224576314772497,0.02117787279498678,133805.01977506795,33682600,31537390,0,5982725,32000015,689984
country_2026_01_27_19_52_58,Armenia,0.040608364867363717,-0.00312215437469516,NA,0.01007236888064789,-1.6075708655042e-4,-1776.9126266280753,0.6316404018717388,0.06990596094416672,NA,0.11384734550598946,0.02315137440891917,65219.19693640366,392747,371098,0,193136,378642,5528
country_2026_01_27_19_52_58,Aruba,NA,NA,NA,NA,NA,-24534.441964285714,NA,NA,NA,NA,NA,46979.88025057364,0,0,0,0,0,14
country_2026_01_27_19_52_58,Australia,0.02397337849597756,0.00143408305145842,NA,0.00248132678704393,5.8933977842915e-4,-713.5565732208303,0.5748343330139346,0.07770954378312192,NA,0.2017597748564929,0.01481124576345509,54636.76558852165,83851010,77725673,0,4781080,82800786,1909163
country_2026_01_27_19_52_58,Austria,0.2172738463200126,-0.00765912222591037,NA,0.02939262544705614,-0.0060395570968155,-4212.666789736017,6.201536164908084,0.11867777173218408,NA,0.497288982839212,0.02021542753860231,213834.09156646545,1245276,1201295,0,241860,1231843,16251
country_2026_01_27_19_52_58,Azerbaijan,0.00597522320663795,0.003968773527112,NA,5.3728617918155e-4,0.00113566041965259,-4338.929740333489,0.4242181004778092,0.0831505014192264,NA,0.04607649237260253,0.01627118667722745,114301.7890951186,1065321,1011217,0,441010,1058088,19371
country_2026_01_27_19_52_58,Bahrain,NA,NA,NA,0.23020677981169327,NA,0,NA,NA,NA,0.1651474728327168,NA,0,0,0,0,23,0,105
country_2026_01_27_19_52_58,Bangladesh,0.04094070564448185,-0.00139459627234848,NA,0.00977710191876141,1.8359610645251e-4,200.66427315794175,3.9238781012815793,0.0928587882215572,NA,0.10152994121126474,0.0069975910939428,375352.5614328256,1246288,1098886,0,463779,1157943,33563
country_2026_01_27_19_52_58,Barbados,NA,NA,NA,NA,NA,-13014.400297619048,NA,NA,NA,NA,NA,58202.16757653979,0,0,0,0,0,21
country_2026_01_27_19_52_58,Belarus,0.03195071187441448,-0.00249405303859974,NA,0.00678108349445169,0.00107829524720165,4911.388282754195,2.187797398278633,0.10933144530858188,NA,0.32775772911009893,0.01591328361862636,133089.8472273071,3465973,3307716,0,1885260,3413132,32721
country_2026_01_27_19_52_58,Belgium,-0.9955750612738632,-0.00600939824531494,NA,0.05699174430932891,3.7401845315473e-4,-4931.501246882793,7.873512459817826,0.15767640210926306,NA,0.4178355980003554,0.01109864168659673,152393.0376582447,473693,446713,0,227840,470859,1203
country_2026_01_27_19_52_58,Belize,0.14592587738866455,-0.01599530746610578,NA,3.8646507552483e-4,-0.00331121819259897,260.8933390198511,1.126773134364986,0.08871585625248664,NA,0.03987377724964246,0.02331240956930844,2532.2906763568335,209008,195627,0,30987,203981,403
country_2026_01_27_19_52_58,Benin,-0.04634070840354348,0.01389368217472183,NA,0.00181613738330702,0.003162434526542,-4460.780414538901,0.9552812625844108,0.06328755077437212,NA,0.01753075777597304,0.09019755827709756,162782.11119587015,1185726,1147710,0,400008,1185583,6658
country_2026_01_27_19_52_58,Bermuda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
country_2026_01_27_19_52_58,Bhutan,-0.02802386160181595,5.3336002374666e-4,NA,2.8724999987111e-4,0.00313490809747749,-16.603090285055544,0.6806063554609779,0.02184116847858537,NA,0.05440547671609732,0.01470747679935805,930.3383946771864,444174,430623,0,16812,432101,4771
country_2026_01_27_19_52_58,Bolivia,0.01630304752432336,-0.00348531614171928,NA,-0.00734076223909975,-0.00249789615246926,-3200.7826719581813,0.17193347154073613,0.08398605949105929,NA,0.05714043418117725,0.01410718991432404,75478.66870762709,11255226,10509974,0,620376,10867626,259787
country_2026_01_27_19_52_58,"Bonaire, Sint Eustatius and Saba",NA,NA,NA,NA,NA,-1068.231919642857,NA,NA,NA,NA,NA,4339.178657649279,0,0,0,0,0,35
country_2026_01_27_19_52_58,Bosnia and Herzegovina,0.37584718841349585,-0.0107890230238947,NA,0.01886902491575571,-0.0071778136430045,-373.653960312076,1.963626009233182,0.09748184281974842,NA,0.14136692342638765,0.31064361005454544,35646.298641353824,662633,605291,0,215890,657259,2948
country_2026_01_27_19_52_58,Botswana,-0.02591104263101646,0.00451699039831601,NA,-4.172568139077328e-6,4.7878564010977e-4,-2492.906183870209,0.1049724604481885,0.03622825116820675,NA,6.5927863801316e-4,0.00403124129919698,35464.91194041801,5890195,5568945,0,150603,5969067,12759
country_2026_01_27_19_52_58,Brazil,0.03270377867142978,-0.00308708036376371,NA,0.00122571866953051,-0.00161976674390039,-815.3794147335534,0.9787221499086292,0.07255927245720117,NA,0.07043965909135515,0.03624938881657617,189961.54696386855,87014234,83461870,0,18985069,86339650,2102222
country_2026_01_27_19_52_58,British Indian Ocean Territory,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,1
country_2026_01_27_19_52_58,British Virgin Islands,NA,NA,NA,NA,NA,-1673.0926513671875,NA,NA,NA,NA,NA,6479.859950642538,0,0,0,0,0,16
country_2026_01_27_19_52_58,Brunei,-0.01588741534144734,-0.00332178351992652,NA,0.00100601757317112,7.467728264247e-4,1925.4476785714285,0.390689596089378,0.07980333972299843,NA,0.00812602666463682,0.01029363166419728,50539.75621576095,50933,42000,0,7799,50600,700
country_2026_01_27_19_52_58,Bulgaria,-0.11370197962697672,0.00207867860645118,NA,3.766321914374e-4,0.00318279446893607,1255.7244077374485,1.8123800278049975,0.09176513536436492,NA,0.04919782215271321,0.01708587843336276,23183.02240388801,1517546,1464615,0,665373,1503915,13803
country_2026_01_27_19_52_58,Burkina Faso,0.03081237554682041,-0.00142224682767729,NA,8.9145561739394e-4,-0.00196452548895014,-1710.1711949042583,0.29380333619186133,0.04795273983458403,NA,0.00526071112537411,0.01215338478572098,60816.94598683114,2843941,2751784,0,1097768,2817005,50866
country_2026_01_27_19_52_58,Burundi,-0.01431212516459562,-0.00064984590782908005,NA,0.00100726297819686,-0.00171267698688271,-2846.904931210388,0.5554851413991521,0.06009938579031013,NA,0.05119926618889534,0.02976757457819802,297260.39098075626,271119,240200,0,151253,253125,6469
country_2026_01_27_19_52_58,Cabo Verde,NA,NA,NA,NA,NA,88.37627472864146,NA,NA,NA,NA,NA,1666.9888125994385,0,0,0,0,0,357
country_2026_01_27_19_52_58,Cambodia,0.09537846400357113,-0.00855285865284928,NA,4.5913215088326e-4,-0.00661061925744872,-3667.389104773077,0.6637490465643782,0.05695920282708228,NA,0.00976787039021448,0.06397653079318408,45519.04621150019,1814555,1697620,0,399734,1781547,40917
country_2026_01_27_19_52_58,Cameroon,0.00926535957204954,-9.438170527963054e-5,NA,0.0024404685648717,-7.0687793726287e-4,-452.97126251210847,0.2230069956486194,0.02937805867997643,NA,0.04737450856240898,0.00989957097189356,45930.44325391424,4688066,4494361,0,454077,4672957,123880
country_2026_01_27_19_52_58,Canada,0.01406941543844131,-0.0019629138129363,NA,0.00592919962445882,-3.414818831536e-4,-409.7082100447047,0.9720424787083858,0.07948627587393611,NA,0.3343738315831985,0.11434045531153572,55494.66712041064,87484285,80275191,0,5671016,76232597,2556332
country_2026_01_27_19_52_58,Cayman Islands,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,30
country_2026_01_27_19_52_58,Central African Republic,-0.0079859326917751,0.00112350733717545,NA,6.0448582403580496e-5,5.068323341593403e-5,-68.29517248887169,0.08948335813199051,0.01495487720561993,NA,0.00280878017951085,0.00399669164372768,5053.33147991891,6354996,6160166,0,89804,6344617,82672
country_2026_01_27_19_52_58,Chad,0.00982598520491015,0.00238749509628228,NA,5.8838437124627e-4,-0.00172428225927432,-231.49861987381703,0.25296430388599156,0.10713015521201798,NA,0.00448497541194406,0.00923383875487947,4269.503473109922,12943551,6330656,0,1381752,6072649,45648
country_2026_01_27_19_52_58,Chile,0.00699922751190492,0.00263029245532201,NA,0.03877722878629969,4.9312656369166e-4,-4114.643543559013,2.517510800702649,0.1438756366297634,NA,0.4272147982905743,0.03441105554627358,178519.08154227937,7757927,5949631,0,485989,4915651,174717
country_2026_01_27_19_52_58,China,0.14274618882219522,-0.00333887754655509,NA,0.05168210899245439,-2.097800073805987e-5,-8910.094826244214,5.949991708088721,0.14601679587064129,NA,0.7696296427105163,0.08276382900870519,344036.46829129715,113770407,95795002,0,24285094,90558287,1862902
country_2026_01_27_19_52_58,Colombia,0.01455079190485276,-0.00192809922661549,NA,-0.0067827549951378,-5.1972978176379e-4,-1412.3548930031257,1.3284358960475078,0.06923413577111218,NA,0.1599473984909002,0.01162908686767579,113027.43316208826,11310134,10691868,0,1283886,11226242,282812
country_2026_01_27_19_52_58,Comoros,NA,NA,NA,NA,NA,40.15723552178899,NA,NA,NA,NA,NA,3553.489937495925,0,0,0,0,0,109
country_2026_01_27_19_52_58,Cook Islands,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,5
country_2026_01_27_19_52_58,Costa Rica,-0.4373722952658552,0.01401519955191677,NA,0.04962357585549595,0.00333719797060134,-9044.511417147934,3.536084266693868,0.12885098518924115,NA,0.4138752400150971,0.02166522999819833,246326.32156272663,479622,420081,0,178040,477188,11255
country_2026_01_27_19_52_58,Croatia,0.7042898875077385,-0.00694696392657389,NA,0.01386627316916227,-0.00457943856485023,-6482.514985274585,4.881130436932661,0.1402804436663848,NA,0.1928138846932242,0.06599750410279524,57970.38714989717,613820,533516,0,310913,605763,17317
country_2026_01_27_19_52_58,Cuba,0.04955406849352815,-0.00121489103067816,NA,0.01201013615576932,-1.8868093965343e-4,-397.071420439452,0.7393488668428899,0.05289359402629211,NA,0.107957737046533,0.0485186212111726,64284.94950329234,979859,852084,0,557024,956882,26351
country_2026_01_27_19_52_58,Cura̤ao,NA,NA,NA,NA,NA,-20062.37019230769,NA,NA,NA,NA,NA,50867.39253684597,0,0,0,0,0,52
country_2026_01_27_19_52_58,Cyprus,-0.026270049015847,0.00665058614887716,NA,0.0131061775799367,0.00333455510352983,188.79299363057325,0.9570247393473632,0.10558628848456968,NA,0.0860659840074013,0.0878802269250624,91421.76475084666,76576,60984,0,9681,76265,1099
country_2026_01_27_19_52_58,Czechia,-0.1925556331461637,2.9239893077216e-4,NA,0.0127134971193791,4.2842331574874e-4,5599.810023252362,5.968891126430716,0.14215882054295106,NA,0.16592315460954438,0.01559867575481123,223943.63325457947,1225270,1181737,0,577599,1213681,20213
country_2026_01_27_19_52_58,Democratic Republic of the Congo,0.00311721065834611,-0.00138328560663609,NA,9.8876597218374e-4,-6.1461234846454e-4,-390.33941323581394,0.12691248716441714,0.03140285420134931,NA,0.01355627859748197,0.01149857558857242,95796.9221090383,23018834,22149902,0,1272471,23348001,376267
country_2026_01_27_19_52_58,Denmark,-0.3561596243995571,-0.00726214690418484,NA,-0.00770529359101867,0.00239663917348984,7901.079466423441,3.8883836140317034,0.12615946179011597,NA,0.21971827803218624,0.22240615554181145,126313.89894428063,475066,393933,0,471498,471707,8771
country_2026_01_27_19_52_58,Djibouti,0.03047785068751755,-0.0134967472542821,NA,NA,0.00151956047015324,-225.26295316008984,0.2614744340819313,0.2004906539995888,NA,NA,0.01302243821883629,8362.889064428671,206522,67877,0,0,118949,3117
country_2026_01_27_19_52_58,Dominica,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,105
country_2026_01_27_19_52_58,Dominican Republic,-0.26973347065644665,0.00872132128155507,NA,0.03583081878571962,0.0053644950064858,5656.319693339722,2.1958895782591994,0.1079048073961335,NA,0.2584899017634079,0.019330362232646,225252.50354403935,462231,427051,0,207519,454743,10435
country_2026_01_27_19_52_58,East Timor,-0.00544532611918438,-2.6527175568876632e-5,NA,6.237903450591025e-5,0.00326783028573819,-27.01575039748637,0.7952965487916476,0.02926460589704842,NA,9.8050875618961e-4,0.01773413734983132,1618.4467332028594,54675,46765,0,88115,122373,3302
country_2026_01_27_19_52_58,Ecuador,-0.04460902083923284,0.00131641786612551,NA,0.00992296945322872,7.8770637954548e-4,-1442.1215862646852,1.1517274400893651,0.0661329673774203,NA,0.09037603813985166,0.10551760525520006,95697.34418233891,2464894,2307373,0,410495,2442711,58477
country_2026_01_27_19_52_58,Egypt,-0.00993534811297172,-0.0057072900917702,NA,0.7305441569248862,0.00130875595918793,-32685.898263395604,1.065068483824836,0.09249087156244566,NA,2.695652578878293,0.00877839604156764,790566.2902055314,10381005,503588,0,100341,389459,47161
country_2026_01_27_19_52_58,El Salvador,-0.11106536578570292,0.01883827070462521,NA,0.06295588207065689,0.0084387174233435,47236.944182918625,1.3078557779609028,0.09112573187974692,NA,0.13867029087118007,0.01834306969282028,373359.8151174836,188430,168987,0,69190,185723,2974
country_2026_01_27_19_52_58,Equatorial Guinea,3.9893518169064e-4,1.6594491273767e-4,NA,-0.00169873448002116,-0.00058997649036596005,-31.620534179956007,0.06476041416760293,0.01187362673223582,NA,0.015894290082055,0.00888320800963339,652.765354388543,236630,209130,0,9179,250077,3637
country_2026_01_27_19_52_58,Eritrea,0.02586869934763356,0.0059769595034973,NA,6.097058444906084e-6,0.00337067056839931,71.57508876092729,0.3215004230401543,0.16477106603555736,NA,3.6709252061363e-4,0.01384393346265827,21655.24666330325,1213850,1019355,0,242455,814279,33517
country_2026_01_27_19_52_58,Estonia,0.5252518198560164,-0.014950447400992,NA,-0.00294606196625427,-0.00429604789169528,-4201.551082802548,2.4101921041628938,0.13055555127638457,NA,0.13634069313884106,0.08816012206345421,36791.884178634384,735223,647776,0,228866,700093,11775
country_2026_01_27_19_52_58,Ethiopia,-0.09795434660820009,0.00842768621512524,NA,1.0249138714444e-4,0.00411096339240106,1873.6544649476068,0.5928501610309255,0.07338097961875925,NA,0.00322687187822566,0.01634922950511057,98087.5063677507,11566720,10954521,0,2231252,11194042,149733
country_2026_01_27_19_52_58,Falkland Islands,-0.01695431221217619,0.00161481808200979,NA,NA,-6.941428251450978e-5,0.7304645374145744,0.12136991247368333,0.01564065944455281,NA,NA,0.00393168379908341,36.578942410690686,48003,30495,0,0,46728,2579
country_2026_01_27_19_52_58,Faroe Islands,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,290
country_2026_01_27_19_52_58,Federated States of Micronesia,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,120
country_2026_01_27_19_52_58,Fiji,0.00662644391848343,-4.5755667343306e-4,NA,NA,NA,NA,0.09052094340679344,0.01447476647181961,NA,NA,NA,NA,117046,93212,0,0,0,0
country_2026_01_27_19_52_58,Finland,NA,NA,NA,0.00806773252907544,NA,-3669.61733818465,NA,NA,NA,0.5672024293598424,NA,52406.99620462095,0,0,0,458527,0,82177
country_2026_01_27_19_52_58,France,-0.22435472385214603,-0.00231904994700776,NA,0.00684597381487984,-3.485311008361e-4,3695.180441603815,4.270766802743211,0.10315418127510752,NA,0.2051178543211311,0.02292353854939025,285009.8892135095,8636225,8160629,0,3417375,8563567,120787
country_2026_01_27_19_52_58,French Polynesia,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,233
country_2026_01_27_19_52_58,French Southern and Antarctic Lands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
country_2026_01_27_19_52_58,Gabon,-0.00130999421605221,-4.1547396031703e-4,NA,3.3303791009179e-4,-3.5316376473144e-4,-148.61242282186143,0.0917828871092632,0.02841436355165572,NA,0.00630640687250678,0.00691872246286927,11925.526144100178,2600111,2427328,0,56968,2574160,69968
country_2026_01_27_19_52_58,Gambia,-0.0448228297264524,0.00604654475725977,NA,9.5919962059625e-4,0.00435782908317855,1225.0509615384617,0.31732250400414486,0.0488700406331574,NA,0.01733210825133838,0.01543787003532584,13195.77049545838,91538,76694,0,65284,88233,650
country_2026_01_27_19_52_58,Georgia,-0.01661342056109817,-0.00120712597332263,NA,-0.00198374588294009,3.651188048553e-4,3720.8125,1.31882546599772,0.07271741415772703,NA,0.06442275162480836,0.0192281266559878,110578.5787077122,913227,859050,0,283301,911560,6464
country_2026_01_27_19_52_58,Germany,-0.6104875101494527,-0.00223539013714458,NA,0.00422305210743002,7.1297172369454e-4,9858.964761779069,6.918716622504123,0.15161076952460978,NA,0.15235515010595954,0.03984553546093838,439549.3644551128,5499065,5195411,0,2616196,5414771,90924
country_2026_01_27_19_52_58,Ghana,-0.07466153132993386,0.00586655641510496,NA,0.00256722935332739,0.00249182048606166,-1766.0616136919316,0.29685977855063606,0.05844314093838718,NA,0.0225974893165003,0.02648758008902579,101662.7708503148,2414496,2300317,0,731064,2366459,57260
country_2026_01_27_19_52_58,Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
country_2026_01_27_19_52_58,Greece,-0.03011545234225314,0.00626951559506989,NA,0.02359605209737751,0.00373956612964572,5107.311886586695,2.636696323475037,0.0998479461925931,NA,0.2799234466811528,0.04014980749724339,88316.00800032711,1247410,1104135,0,501394,1234065,29344
country_2026_01_27_19_52_58,Greenland,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,514926
country_2026_01_27_19_52_58,Grenada,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,5
country_2026_01_27_19_52_58,Guam,NA,NA,NA,NA,NA,2056.2916666666665,NA,NA,NA,NA,NA,18043.885969748575,0,0,0,0,0,78
country_2026_01_27_19_52_58,Guatemala,0.23838111752253177,-0.00767100999661439,NA,0.03345274050365537,-0.00429388368562059,-1240.6286871881025,2.1245512802593693,0.1066409939752281,NA,0.3111082419092812,0.06970315431244514,254821.51575604692,1119530,1055573,0,340868,1097187,20239
country_2026_01_27_19_52_58,Guernsey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
country_2026_01_27_19_52_58,Guinea,-0.05472225691391575,0.00437840477506528,NA,-2.0668594879618e-4,7.6219941078939e-4,-170.17426636568848,0.3005133106010008,0.0272651061697387,NA,0.0114206286122237,0.04112568742566917,46811.79936604188,2502200,2396462,0,554382,2474834,48730
country_2026_01_27_19_52_58,Guinea-Bissau,0.03377203231766916,-0.00361115359868934,NA,-0.00144042478338964,-0.00198827336339158,-760.917667367157,0.190423802536792,0.03774539411405839,NA,0.01123028157025662,0.03448194095353172,20274.38955077711,281864,242884,0,78408,277307,3331
country_2026_01_27_19_52_58,Guyana,0.01662311317041162,-0.00165009140539763,NA,-0.0059849075412436,-5.1693125045891e-4,-82.05661197339246,0.3440011124053209,0.03276510272870592,NA,0.04714152658058093,0.00341140755800248,4467.735963698124,2105367,2012788,0,30661,2090551,56375
country_2026_01_27_19_52_58,Haiti,0.01816277967967178,-0.00388375802452656,NA,0.02369244609267574,-7.2057699044863e-4,-1470.0014278065323,0.2878240615681196,0.03533708095038491,NA,0.12464413785350524,0.03403320733937461,180201.06112737145,220157,178099,0,58180,217455,5603
country_2026_01_27_19_52_58,Heard Island and McDonald Islands,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,61
country_2026_01_27_19_52_58,Honduras,0.04215021652910996,9.5303918521309e-4,NA,0.03312299842720477,-8.6328215460927e-4,1308.9999616931625,1.2768480119960313,0.09713060041622672,NA,0.13650159126210126,0.02287031331107711,72196.58943538438,1140984,1080964,0,328277,1128120,26105
country_2026_01_27_19_52_58,Hong Kong S.A.R.,-1.280273647784776,0.04129638345832499,NA,0.00722582063704822,0.00453646113778438,293577.30841121497,5.870165354076176,0.16920547906523592,NA,0.02840576969738912,0.01304767871697754,1993788.0025758345,1161,585,0,319,1343,214
country_2026_01_27_19_52_58,Hungary,-0.18308960881656244,-0.00430900377793829,NA,0.00699162944874255,0.0013538542769295,6905.6968027093735,2.5940719823561778,0.10760964807612523,NA,0.1375662118534815,0.01108743090366034,142739.43080581966,1247062,1131735,0,753949,1177702,17421
country_2026_01_27_19_52_58,Iceland,NA,NA,NA,NA,NA,-55.85772610418071,NA,NA,NA,NA,NA,3512.640192566326,0,0,0,0,0,23728
