"","extent","service","color","metric","value"
"42","2. High income: nonOECD","Sediment Export","#08306b","pct_change",11.1430750021875
"43","1. High income: OECD","Sediment Export","#08306b","year_1992",15.1921081542969
"44","1. High income: OECD","Sediment Export","#08306b","year_2020",16.1088523864746
"45","1. High income: OECD","Sediment Export","#08306b","pct_change",6.03434508803447
"46","5. Low income","Nature Access","#A57C00","year_1992",12053.3974609375
"47","5. Low income","Nature Access","#A57C00","year_2020",26563.7109375
"48","5. Low income","Nature Access","#A57C00","pct_change",120.38359743456
"49","4. Lower middle income","Nature Access","#A57C00","year_1992",25310.697265625
"50","4. Lower middle income","Nature Access","#A57C00","year_2020",97120.03125
"51","4. Lower middle income","Nature Access","#A57C00","pct_change",283.711401668498
"52","3. Upper middle income","Nature Access","#A57C00","year_1992",18324.1015625
"53","3. Upper middle income","Nature Access","#A57C00","year_2020",48368.890625
"54","3. Upper middle income","Nature Access","#A57C00","pct_change",163.963231485173
"55","2. High income: nonOECD","Nature Access","#A57C00","year_1992",11713.4091796875
"56","2. High income: nonOECD","Nature Access","#A57C00","year_2020",306210.125
"57","2. High income: nonOECD","Nature Access","#A57C00","pct_change",2514.18448124399
"58","1. High income: OECD","Nature Access","#A57C00","year_1992",75562.6796875
"59","1. High income: OECD","Nature Access","#A57C00","year_2020",240877.3125
"60","1. High income: OECD","Nature Access","#A57C00","pct_change",218.778150134672
"61","5. Low income","Pollination","#dd1c77","year_1992",0.0314474143087864
"62","5. Low income","Pollination","#dd1c77","year_2020",0.0331822372972965
"63","5. Low income","Pollination","#dd1c77","pct_change",5.51658388023779
"64","4. Lower middle income","Pollination","#dd1c77","year_1992",0.173748448491096
"65","4. Lower middle income","Pollination","#dd1c77","year_2020",0.187056958675385
"66","4. Lower middle income","Pollination","#dd1c77","pct_change",7.65964260392864
"67","3. Upper middle income","Pollination","#dd1c77","year_1992",0.201981425285339
"68","3. Upper middle income","Pollination","#dd1c77","year_2020",0.218462914228439
"69","3. Upper middle income","Pollination","#dd1c77","pct_change",8.15990327814383
"70","2. High income: nonOECD","Pollination","#dd1c77","year_1992",0.0274435468018055
"71","2. High income: nonOECD","Pollination","#dd1c77","year_2020",0.033109787851572
"72","2. High income: nonOECD","Pollination","#dd1c77","pct_change",20.6468977595626
"73","1. High income: OECD","Pollination","#dd1c77","year_1992",0.223283872008324
"74","1. High income: OECD","Pollination","#dd1c77","year_2020",0.235157787799835
"75","1. High income: OECD","Pollination","#dd1c77","pct_change",5.31785645094347
