WWF_biome,service,mean_val,stdev_val,valid_count,se_val,sym_pct_change,status_abs,status_pct,grp_num_id,grp_legend_label
Mangroves,Nature_Access,-11428.917,617530.2067086166,73569,2276.726065605102,-17.634674759225447,Bad,Bad,4,[4] Mangroves
Mangroves,Pollination,0.010574048,0.15289076581066963,650970,1.8949631489177662e-4,11.077495719597614,Good,Good,4,[4] Mangroves
Mangroves,Sed_export,-0.01952026,5.24521092518942,1481299,0.004309645942391449,-2.981417394951578,Good,Good,4,[4] Mangroves
Mangroves,Sed_Ret_Ratio,1.5324364e-4,0.11597575434709027,1320958,1.0090732683510632e-4,0.01872568688489414,Good,Good,4,[4] Mangroves
"Mediterranean Forests, Woodlands & Scrub",C_Risk,0.0088428311382405,0.0810641709986586,78870,2.886509727090753e-4,0.3591739306104957,Bad,Bad,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",C_Risk_Red_Ratio,-0.0034266696034539,0.0301155220651013,78870,1.0723448634140665e-4,-4.135646080641997,Bad,Bad,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",N_export,0.17504573,3.3456584728801846,36886889,5.508655221551734e-4,2.5045319165409685,Bad,Bad,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",N_Ret_Ratio,-4.547837e-5,0.11459786071614862,32920625,1.9972961945501107e-5,0.003863741812783932,Bad,Good,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",Nature_Access,-5949.12,244328.8942760585,797709,273.55999278663114,-6.120026111217098,Bad,Bad,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",Pollination,0.029421842,0.5941588966986748,11215776,1.7741402176450616e-4,7.568597735931311,Good,Good,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",Sed_export,-0.16069497,14.60659606326388,36734579,0.0024099691644143867,-2.267088320852072,Good,Good,5,[5] Mediterranean
"Mediterranean Forests, Woodlands & Scrub",Sed_Ret_Ratio,3.0956717e-4,0.06618109146943148,35229520,1.1150146212394368e-5,0.03525321884593842,Good,Good,5,[5] Mediterranean
Montane Grasslands & Shrublands,C_Risk,-0.0267787842375313,0.1176055687538864,1534,0.003002722558824008,-0.813634524550936,Good,Good,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,C_Risk_Red_Ratio,0.0072728425749674,0.0323965013251135,1534,8.271522036466112e-4,10.475591543995407,Good,Good,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,N_export,0.047303587,2.1698706690046476,61270838,2.7720875300546655e-4,2.5763218364782805,Bad,Bad,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,N_Ret_Ratio,3.745186e-4,0.12408614938089074,56597962,1.6493883062729805e-5,0.06327032392129744,Good,Good,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,Nature_Access,-3957.116,202335.2501215723,1299928,177.46466818186187,-22.51792291375918,Bad,Bad,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,Pollination,0.0034606846,0.13614467053951543,5494124,5.80833179178913e-5,4.971144984094068,Good,Good,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,Sed_export,-0.35988507,35.94194243036785,52966808,0.004938552142921534,-1.5083949276775492,Good,Good,6,[6] Montane Grass/Shrub
Montane Grasslands & Shrublands,Sed_Ret_Ratio,3.3917712e-4,0.15663922916966186,50725026,2.1993249351218826e-5,0.03874475426386867,Good,Good,6,[6] Montane Grass/Shrub
Temperate Broadleaf & Mixed Forests,C_Risk,0.0045143204656112,0.0583434298689491,198893,1.3082242867829883e-4,0.1878035077006558,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,C_Risk_Red_Ratio,-0.0016041270017246,0.0205443349822487,198893,4.6066194668282724e-5,-1.4230526736133222,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,N_export,0.036728516,4.97686250805228,170979971,3.806124791858557e-4,0.3504822939657901,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,N_Ret_Ratio,-0.004286295,0.104772369671184,160979738,8.257739120849717e-6,-0.5303939769946082,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,Nature_Access,-10756.822,392144.3604744793,3182991,219.80029368742225,-6.96769518079258,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,Pollination,0.03147794,0.5204427953191348,54836462,7.028105747883975e-5,8.3207931285542,Good,Good,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,Sed_export,0.15861356,22.286885188763637,177633709,0.001672194088555684,3.0512128277492945,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Broadleaf & Mixed Forests,Sed_Ret_Ratio,-4.6096035e-4,0.09960557785757829,165552653,7.741330104709991e-6,-0.04980829707311645,Bad,Bad,7,[7] Temp Broadleaf/Mixed
Temperate Conifer Forests,C_Risk,0.0024265373759539,0.0310945726633926,72016,1.1586975664218216e-4,0.1102385990032109,Bad,Bad,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,C_Risk_Red_Ratio,-9.768915098001e-4,0.0116785849531267,72016,4.351868125323835e-5,-0.7068214551731447,Bad,Bad,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,N_export,0.038023736,1.5742683121195162,55782153,2.1078083349279582e-4,2.433985083652491,Bad,Bad,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,N_Ret_Ratio,-9.1393496e-4,0.07756384435830849,52967533,1.0657478208296192e-5,-0.10694743818661709,Bad,Bad,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,Nature_Access,-2538.9177,118698.4860548813,1011599,118.01602537560655,-4.914046924028569,Bad,Bad,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,Pollination,0.021509973,0.4585393973237311,3700034,2.3838218621758707e-4,7.209264409390147,Good,Good,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,Sed_export,0.13883482,26.917222506697332,56835275,0.0035704360735213923,1.1995766693287246,Bad,Bad,8,[8] Temperate Conifer Forests
Temperate Conifer Forests,Sed_Ret_Ratio,-0.0010464168,0.12919229830284965,54372462,1.752052538319557e-5,-0.11296087134012592,Bad,Bad,8,[8] Temperate Conifer Forests
"Temperate Grasslands, Savannas & Shrublands",C_Risk,-6.058452827912e-4,0.0611836130306561,23617,3.9812802976032044e-4,-0.02461206174104918,Good,Good,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",C_Risk_Red_Ratio,8.724063185963453e-5,0.0228419580037513,23617,1.486349577189062e-4,0.154327502036817,Good,Good,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",N_export,0.04771174,1.812041207400274,140275598,1.529949180366245e-4,1.1271408539067467,Bad,Bad,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",N_Ret_Ratio,0.0013521785,0.07824092312375536,132734378,6.791133318606881e-6,0.17489751393571315,Good,Good,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",Nature_Access,-1836.9147,108946.25768422788,2521779,68.60547962474632,-11.147611061697058,Bad,Bad,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",Pollination,0.00850154,0.509828359336332,41635720,7.901161700964835e-5,7.260850651312868,Good,Good,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",Sed_export,-0.009914115,7.733511059088415,146495575,6.389464441475777e-4,-0.5069734553421689,Good,Good,9,[9] Temp Grass/Sav/Shrub
"Temperate Grasslands, Savannas & Shrublands",Sed_Ret_Ratio,-3.206494e-5,0.01660288647126912,137928648,1.4136970724905465e-6,-0.0035126532689571444,Bad,Bad,9,[9] Temp Grass/Sav/Shrub
Tropical & Subtropical Coniferous Forests,C_Risk,0.0013120228410646,0.0192169708270993,5279,2.6448990453007895e-4,0.051827308785236184,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,C_Risk_Red_Ratio,-4.847258933364e-4,0.0066878396766929,5279,9.204708138009805e-5,-0.30112411933133104,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,N_export,0.13237649,2.602884225957471,7818429,9.308830085376055e-4,5.661413363265659,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,N_Ret_Ratio,-3.9269537e-4,0.0821256695968002,7583302,2.9822891439497818e-5,-0.04816397664177838,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,Nature_Access,-8090.8823,369830.67808153306,176065,881.3865487507641,-8.140202299754447,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,Pollination,0.019875295,0.4118881006604539,1128025,3.878107853863887e-4,9.604831950040083,Good,Good,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,Sed_export,0.4504856,66.56029535124388,7958031,0.023594589567814978,2.591124934635494,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Coniferous Forests,Sed_Ret_Ratio,-0.0015251499,0.02452833642909406,7815077,8.77407744913791e-6,-0.1602173027803425,Bad,Bad,10,[10] Trop/Subtrop Coniferous
Tropical & Subtropical Dry Broadleaf Forests,C_Risk,3.954944530260748e-5,0.0382339941113705,37432,1.9761875223789648e-4,0.0016626043699894942,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,C_Risk_Red_Ratio,-9.065395680939838e-5,0.0136842157817649,37432,7.072914329246823e-5,-0.07331526457504593,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,N_export,0.03841236,2.1596655562341094,30646935,3.901152955004653e-4,0.7437672355075635,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,N_Ret_Ratio,-0.0027598336,0.08104528134466957,28892063,1.5077816641638227e-5,-0.34179286839762973,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,Nature_Access,-2265.017,122844.06725640764,750446,141.8059532273755,-9.288993753346872,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,Pollination,0.0045517054,0.25259095835660755,10350146,7.85135406301398e-5,2.9725654784401487,Good,Good,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,Sed_export,0.1138864,30.700807552163813,31844553,0.005440417397389515,1.1669895131108754,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
Tropical & Subtropical Dry Broadleaf Forests,Sed_Ret_Ratio,-0.0010828178,0.07647404140028101,30325669,1.3887013145902386e-5,-0.1155682495136807,Bad,Bad,11,[11] Trop/Subtrop Dry Broadleaf
"Tropical & Subtropical Grasslands, Savannas & Shrublands",C_Risk,-3.272231456557e-4,0.0415904695106798,42028,2.028730980481371e-4,-0.014961349906804384,Good,Good,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",C_Risk_Red_Ratio,1.499935739533e-4,0.0154517605861359,42028,7.53717516846626e-5,0.12489576995207854,Good,Good,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",N_export,0.011219747,0.6490087503035437,207819964,4.502014812882605e-5,1.2377072533203937,Bad,Bad,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",N_Ret_Ratio,8.2263706e-4,0.07882740283180897,192651937,5.6792440002244884e-6,0.09249454811270057,Good,Good,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Nature_Access,-1607.4255,96911.2181564901,5016647,43.26804585328537,-12.59582530189566,Bad,Bad,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Pollination,0.0021904844,0.1448482162381785,34654941,2.460540792575221e-5,5.017611381967289,Good,Good,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sed_export,0.026548374,9.70553559896519,206341269,6.756572765792324e-4,1.1265721530346053,Bad,Bad,12,[12] Trop/Subtrop Grass/Sav/Shrub
"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sed_Ret_Ratio,-4.710518e-4,0.0151901658326162,196486574,1.0836675655465646e-6,-0.049668133973973565,Bad,Bad,12,[12] Trop/Subtrop Grass/Sav/Shrub
Tropical & Subtropical Moist Broadleaf Forests,C_Risk,6.21582168559e-4,0.0479169684384366,255278,9.483805517652736e-5,0.02594349088682684,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,C_Risk_Red_Ratio,-2.370372622131e-4,0.0167934079566365,255278,3.323779033391182e-5,-0.16996966405663227,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,N_export,0.09259805,2.7216560180261133,197469797,1.9367916108131142e-4,4.011935183889613,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,N_Ret_Ratio,-0.0036590623,0.08537732932974787,186652134,6.249223911013848e-6,-0.42556612671728616,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,Nature_Access,-2771.3289,262251.6215075788,4930648,118.10442851706918,-8.033002403961476,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,Pollination,0.008026753,0.4862278148119087,40653805,7.625866520409515e-5,3.378195499048019,Good,Good,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,Sed_export,0.55932164,55.5150049593399,205617372,0.0038715108514712597,4.8764926460700275,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tropical & Subtropical Moist Broadleaf Forests,Sed_Ret_Ratio,-0.0015995164,0.0863566862038635,196051144,6.167530107456118e-6,-0.16905080828886548,Bad,Bad,13,[13] Trop/Subtrop Moist Broadleaf
Tundra,C_Risk,-0.0013410795267022,0.0289003543501941,379423,4.6918199862037565e-5,-0.04751789986064436,Good,Good,14,[14] Tundra
Tundra,C_Risk_Red_Ratio,4.373475052774e-4,0.0094026508639753,379423,1.5264707384668814e-5,0.8751452981618483,Good,Good,14,[14] Tundra
Tundra,N_export,-1.0794529e-4,0.10252009066563474,8101118,3.60194023501421e-5,0.08290942864861704,Good,Bad,14,[14] Tundra
Tundra,N_Ret_Ratio,-0.0032604742,0.0719903218991539,7573122,2.6159933694735492e-5,-0.37818578928208774,Bad,Bad,14,[14] Tundra
Tundra,Nature_Access,-0.59161764,322.84387861572526,2025331,0.22685301266240518,-1.1388267382174244,Bad,Bad,14,[14] Tundra
Tundra,Pollination,-0.005482526,0.3265495896223187,2811,0.0061591207636697105,-3.4066339567551864,Bad,Bad,14,[14] Tundra
Tundra,Sed_export,0.41975284,28.188995788497035,6418243,0.011126831897113646,3.0246660667126193,Bad,Bad,14,[14] Tundra
Tundra,Sed_Ret_Ratio,-0.0022949341,0.04561531108053617,6231284,1.8273505500462194e-5,-0.24095887740255775,Bad,Bad,14,[14] Tundra
